8.000000119209289551e-01,5.000000000000000000e-01,3.400000000000000000e+01,1.658999938964843750e+02,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01
8.999999761581420898e-01,5.000000000000000000e-01,1.979999923706054688e+01,5.340000152587890625e+01,3.000000000000000000e+00,6.000000000000000000e+00,1.100000000000000000e+01
8.000000119209289551e-01,2.000000029802322388e-01,3.950000000000000000e+01,1.153000030517578125e+02,6.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01
8.000000119209289551e-01,1.000000014901161194e-01,3.620000076293945312e+01,8.399999618530273438e+00,8.000000000000000000e+00,7.000000000000000000e+00,1.900000000000000000e+01
8.000000119209289551e-01,3.000000119209289551e-01,3.179999923706054688e+01,9.840000152587890625e+01,4.000000000000000000e+00,6.000000000000000000e+00,1.500000000000000000e+01
6.999999880790710449e-01,2.000000029802322388e-01,1.100000000000000000e+01,2.529999923706054688e+01,4.000000000000000000e+00,3.000000000000000000e+00,1.700000000000000000e+01
8.000000119209289551e-01,6.000000238418579102e-01,9.899999618530273438e+00,7.030000305175781250e+01,6.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01
8.000000119209289551e-01,3.000000119209289551e-01,1.430000019073486328e+01,1.378000030517578125e+02,4.000000000000000000e+00,1.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+00,2.000000029802322388e-01,2.850000000000000000e+01,6.469999694824218750e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.300000000000000000e+01
6.000000238418579102e-01,5.000000000000000000e-01,1.870000076293945312e+01,2.799999952316284180e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.100000000000000000e+01
8.999999761581420898e-01,5.000000000000000000e-01,1.319999980926513672e+01,1.209000015258789062e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01
8.999999761581420898e-01,5.000000000000000000e-01,3.840000152587890625e+01,1.410000038146972656e+01,3.000000000000000000e+00,4.000000000000000000e+00,2.900000000000000000e+01
8.000000119209289551e-01,1.000000014901161194e-01,2.089999961853027344e+01,1.040999984741210938e+02,0.000000000000000000e+00,5.000000000000000000e+00,2.200000000000000000e+01
6.999999880790710449e-01,3.000000119209289551e-01,7.699999809265136719e+00,1.096999969482421875e+02,1.000000000000000000e+00,7.000000000000000000e+00,3.100000000000000000e+01
6.999999880790710449e-01,4.000000059604644775e-01,6.599999904632568359e+00,8.719999694824218750e+01,8.000000000000000000e+00,3.000000000000000000e+00,1.300000000000000000e+01
8.000000119209289551e-01,6.000000238418579102e-01,2.629999923706054688e+01,1.433999938964843750e+02,1.000000000000000000e+00,4.000000000000000000e+00,3.400000000000000000e+01
1.000000000000000000e+00,2.000000029802322388e-01,1.210000038146972656e+01,3.659999847412109375e+01,2.000000000000000000e+00,6.000000000000000000e+00,2.800000000000000000e+01
6.000000238418579102e-01,2.000000029802322388e-01,1.650000000000000000e+01,1.771999969482421875e+02,0.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+01
6.000000238418579102e-01,1.000000014901161194e-01,3.070000076293945312e+01,7.590000152587890625e+01,5.000000000000000000e+00,4.000000000000000000e+00,3.300000000000000000e+01
8.999999761581420898e-01,2.000000029802322388e-01,1.539999961853027344e+01,1.491000061035156250e+02,7.000000000000000000e+00,5.000000000000000000e+00,2.600000000000000000e+01
6.999999880790710449e-01,4.000000059604644775e-01,5.500000000000000000e+00,1.546999969482421875e+02,6.000000000000000000e+00,5.000000000000000000e+00,2.400000000000000000e+01
8.999999761581420898e-01,4.000000059604644775e-01,3.290000152587890625e+01,5.909999847412109375e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
6.999999880790710449e-01,4.000000059604644775e-01,3.729999923706054688e+01,1.321999969482421875e+02,4.000000000000000000e+00,8.000000000000000000e+00,2.200000000000000000e+01
8.999999761581420898e-01,3.000000119209289551e-01,2.200000000000000000e+01,8.159999847412109375e+01,7.000000000000000000e+00,8.000000000000000000e+00,3.200000000000000000e+01
6.999999880790710449e-01,4.000000059604644775e-01,2.300000000000000000e+01,1.716000061035156250e+02,7.000000000000000000e+00,7.000000000000000000e+00,1.500000000000000000e+01
6.999999880790710449e-01,3.000000119209289551e-01,1.760000038146972656e+01,1.970000076293945312e+01,8.000000000000000000e+00,8.000000000000000000e+00,2.300000000000000000e+01
6.999999880790710449e-01,5.000000000000000000e-01,2.960000038146972656e+01,4.779999923706054688e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01
8.999999761581420898e-01,4.000000059604644775e-01,8.800000190734863281e+00,1.265999984741210938e+02,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,2.520000076293945312e+01,9.280000305175781250e+01,6.000000000000000000e+00,1.000000000000000000e+00,2.700000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,2.410000038146972656e+01,3.089999961853027344e+01,2.000000000000000000e+00,8.000000000000000000e+00,1.200000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.509999847412109375e+01,1.603000030517578125e+02,5.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
6.000000238418579102e-01,2.000000029802322388e-01,2.739999961853027344e+01,4.220000076293945312e+01,8.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,1.000000000000000000e+01,1.800000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,4.000000059604644775e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,1.000000000000000000e+01,1.200000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
6.999999880790710449e-01,4.000000059604644775e-01,2.500000000000000000e+01,1.500000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+01
6.999999880790710449e-01,4.000000059604644775e-01,3.000000000000000000e+01,1.500000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,6.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,1.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,2.000000029802322388e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,1.000000000000000000e+01,6.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e-01,1.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,2.000000029802322388e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,1.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,2.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01
8.000000119209289551e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
6.999999880790710449e-01,6.000000238418579102e-01,1.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,4.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,2.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,5.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,2.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,2.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.500000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,1.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,4.000000000000000000e+01,6.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,2.000000000000000000e+01,3.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,2.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,4.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,2.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,2.000000029802322388e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.500000000000000000e+01
8.000000119209289551e-01,2.000000029802322388e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,2.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,2.000000029802322388e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,2.000000029802322388e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,1.200000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,4.000000000000000000e+01,3.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
6.999999880790710449e-01,6.000000238418579102e-01,4.000000000000000000e+01,1.200000000000000000e+02,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,2.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,4.000000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,1.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,1.500000000000000000e+02,3.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.500000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,3.000000119209289551e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,3.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,4.000000000000000000e+01,1.500000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00,3.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
8.000000119209289551e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
6.999999880790710449e-01,6.000000238418579102e-01,3.500000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
6.000000238418579102e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,3.000000000000000000e+01,1.800000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,2.500000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+00,6.000000238418579102e-01,3.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,1.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
8.999999761581420898e-01,6.000000238418579102e-01,1.500000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01
8.000000119209289551e-01,6.000000238418579102e-01,4.000000000000000000e+01,1.500000000000000000e+02,9.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01
